"Department","Vote","App ID","Parent ID","Appropriation Name","Category Name","Group Type","Appropriation or Category Type","Restriction Type","Functional Classification","Amount $000","Year","Amount Type","Periodicity","Current Scope","M Number","Portfolio Name"
"Crown Law Office","Attorney-General",12653,12650,"Law Officer Functions","Public Prosecution Services","MCA","Departmental Output Expenses",NA,"Law & Order",44506,2021,"Actuals","A","This category is limited to the provision and supervision of a national Crown prosecution service and oversight of public prosecutions.",5,"Attorney-General"
"Crown Law Office","Attorney-General",12654,12650,"Law Officer Functions","Law Officer Constitutional and Criminal Law Duties","MCA","Departmental Output Expenses",NA,"Law & Order",3958,2021,"Actuals","A","This category is limited to providing assistance to the Principal Law Officers in the exercise of their functions, and providing advice on constitutional, criminal law, mutual assistance and extradition matters.",5,"Attorney-General"
"Crown Law Office","Attorney-General",12651,12650,"Law Officer Functions","Strategic and Operational Legal Advice and Representation","MCA","Departmental Output Expenses",NA,"Law & Order",26919,2022,"Actuals","A","This category is limited to leading and developing the collective strength of government lawyers and providing legal advice and representation to State Sector entities.",5,"Attorney-General"
"Crown Law Office","Attorney-General",12652,12650,"Law Officer Functions","Conduct of Criminal Appeals from Crown Prosecutions","MCA","Departmental Output Expenses",NA,"Law & Order",4506,2022,"Actuals","A","This category is limited to conducting appeals arising from Crown prosecutions.",5,"Attorney-General"
"Crown Law Office","Attorney-General",12653,12650,"Law Officer Functions","Public Prosecution Services","MCA","Departmental Output Expenses",NA,"Law & Order",45290,2022,"Actuals","A","This category is limited to the provision and supervision of a national Crown prosecution service and oversight of public prosecutions.",5,"Attorney-General"
"Crown Law Office","Attorney-General",12654,12650,"Law Officer Functions","Law Officer Constitutional and Criminal Law Duties","MCA","Departmental Output Expenses",NA,"Law & Order",5033,2022,"Actuals","A","This category is limited to providing assistance to the Principal Law Officers in the exercise of their functions, and providing advice on constitutional, criminal law, mutual assistance and extradition matters.",5,"Attorney-General"
"Crown Law Office","Attorney-General",12651,12650,"Law Officer Functions","Strategic and Operational Legal Advice and Representation","MCA","Departmental Output Expenses",NA,"Law & Order",25681,2023,"Estimated Actual","A","This category is limited to leading and developing the collective strength of government lawyers and providing legal advice and representation to State Sector entities.",5,"Attorney-General"
"Crown Law Office","Attorney-General",12652,12650,"Law Officer Functions","Conduct of Criminal Appeals from Crown Prosecutions","MCA","Departmental Output Expenses",NA,"Law & Order",8407,2023,"Estimated Actual","A","This category is limited to conducting appeals arising from Crown prosecutions.",5,"Attorney-General"
"Crown Law Office","Attorney-General",12653,12650,"Law Officer Functions","Public Prosecution Services","MCA","Departmental Output Expenses",NA,"Law & Order",79710,2023,"Estimated Actual","A","This category is limited to the provision and supervision of a national Crown prosecution service and oversight of public prosecutions.",5,"Attorney-General"
"Crown Law Office","Attorney-General",12654,12650,"Law Officer Functions","Law Officer Constitutional and Criminal Law Duties","MCA","Departmental Output Expenses",NA,"Law & Order",7822,2023,"Estimated Actual","A","This category is limited to providing assistance to the Principal Law Officers in the exercise of their functions, and providing advice on constitutional, criminal law, mutual assistance and extradition matters.",5,"Attorney-General"
"Crown Law Office","Attorney-General",12651,12650,"Law Officer Functions","Strategic and Operational Legal Advice and Representation","MCA","Departmental Output Expenses",NA,"Law & Order",31637,2024,"Main Estimates","A","This category is limited to leading and developing the collective strength of government lawyers and providing legal advice and representation to State Sector entities.",5,"Attorney-General"
"Crown Law Office","Attorney-General",12652,12650,"Law Officer Functions","Conduct of Criminal Appeals from Crown Prosecutions","MCA","Departmental Output Expenses",NA,"Law & Order",10345,2024,"Main Estimates","A","This category is limited to conducting appeals arising from Crown prosecutions.",5,"Attorney-General"
"Crown Law Office","Attorney-General",12653,12650,"Law Officer Functions","Public Prosecution Services","MCA","Departmental Output Expenses",NA,"Law & Order",79526,2024,"Main Estimates","A","This category is limited to the provision and supervision of a national Crown prosecution service and oversight of public prosecutions.",5,"Attorney-General"
"Crown Law Office","Attorney-General",12654,12650,"Law Officer Functions","Law Officer Constitutional and Criminal Law Duties","MCA","Departmental Output Expenses",NA,"Law & Order",9994,2024,"Main Estimates","A","This category is limited to providing assistance to the Principal Law Officers in the exercise of their functions, and providing advice on constitutional, criminal law, mutual assistance and extradition matters.",5,"Attorney-General"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",6163,6163,"Heritage Services","Heritage Services","Single","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",12481,2019,"Actuals","A","Management of new memorial projects, national monuments, war and historic graves; promotion of cultural events; administration of legislation and grants; and research, writing and publication of New Zealand history and reference works including the on-line encyclopedia of New Zealand.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",6163,6163,"Heritage Services","Heritage Services","Single","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",18017,2020,"Actuals","A","Management of new memorial projects, national monuments, war and historic graves; promotion of cultural events; administration of legislation and grants; and research, writing and publication of New Zealand history and reference works including the on-line encyclopedia of New Zealand.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",6163,6163,"Heritage Services","Heritage Services","Single","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",11614,2021,"Actuals","A","Management of new memorial projects, national monuments, war and historic graves; promotion of cultural events; administration of legislation and grants; and research, writing and publication of New Zealand history and reference works including the on-line encyclopedia of New Zealand.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12763,12763,"Cultural Diplomacy International Programme","Cultural Diplomacy International Programme","Single","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",146,2021,"Actuals","M","This appropriation is limited to management and delivery of an international cultural diplomacy programme through a series of projects and activities primarily focused on Asia and other regions where New Zealand is pursuing free trade agreements.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",6163,6163,"Heritage Services","Heritage Services","Single","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",19809,2022,"Actuals","A","Management of new memorial projects, national monuments, war and historic graves; promotion of cultural events; administration of legislation and grants; and research, writing and publication of New Zealand history and reference works including the on-line encyclopedia of New Zealand.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12763,12763,"Cultural Diplomacy International Programme","Cultural Diplomacy International Programme","Single","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",1123,2022,"Actuals","M","This appropriation is limited to management and delivery of an international cultural diplomacy programme through a series of projects and activities primarily focused on Asia and other regions where New Zealand is pursuing free trade agreements.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",13435,13435,"Establishment of New Public Media Entity","Establishment of New Public Media Entity","Single","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",2338,2022,"Actuals","M","This appropriation is limited to establishing a new public media entity and related services and advice to support its establishment and initial operations.",8,"Minister for Broadcasting and Media"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",6163,6163,"Heritage Services","Heritage Services","Single","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",17205,2023,"Estimated Actual","A","Management of new memorial projects, national monuments, war and historic graves; promotion of cultural events; administration of legislation and grants; and research, writing and publication of New Zealand history and reference works including the on-line encyclopedia of New Zealand.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12763,12763,"Cultural Diplomacy International Programme","Cultural Diplomacy International Programme","Single","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",87,2023,"Estimated Actual","M","This appropriation is limited to management and delivery of an international cultural diplomacy programme through a series of projects and activities primarily focused on Asia and other regions where New Zealand is pursuing free trade agreements.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",13435,13435,"Establishment of New Public Media Entity","Establishment of New Public Media Entity","Single","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",12262,2023,"Estimated Actual","M","This appropriation is limited to establishing a new public media entity and related services and advice to support its establishment and initial operations.",8,"Minister for Broadcasting and Media"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12763,12763,"Cultural Diplomacy International Programme","Cultural Diplomacy International Programme","Single","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",850,2024,"Main Estimates","M","This appropriation is limited to management and delivery of an international cultural diplomacy programme through a series of projects and activities primarily focused on Asia and other regions where New Zealand is pursuing free trade agreements.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",6163,6163,"Heritage Services","Heritage Services","Single","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",14868,2024,"Main Estimates","A","Management of new memorial projects, national monuments, war and historic graves; promotion of cultural events; administration of legislation and grants; and research, writing and publication of New Zealand history and reference works including the on-line encyclopedia of New Zealand.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",11637,11637,"Cultural Diplomacy International Programme","Cultural Diplomacy International Programme","Single","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",919,2019,"Actuals","M","This appropriation is limited to management and delivery of an international cultural diplomacy programme through a series of projects and activities primarily focused on Asia and other regions where New Zealand is pursuing free trade agreements.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",11637,11637,"Cultural Diplomacy International Programme","Cultural Diplomacy International Programme","Single","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",2887,2020,"Actuals","M","This appropriation is limited to management and delivery of an international cultural diplomacy programme through a series of projects and activities primarily focused on Asia and other regions where New Zealand is pursuing free trade agreements.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",11759,11759,"First World War Centenary","First World War Centenary","Single","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",1224,2019,"Actuals","A","This appropriation is limited to provision of activities relating to First World War centenary commemorations.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8558,8558,"Performing Arts Services","Performing Arts Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",24206,2019,"Actuals","A","Providing opportunities for New Zealand audiences to experience high-quality live symphonic music, ballet and kapa haka performances; supporting the growth of the contemporary music industry; and encouraging participation in and appreciation of these art forms in New Zealand.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8559,8559,"Promotion and Support of the Arts and Film","Promotion and Support of the Arts and Film","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",21090,2019,"Actuals","A","Contributing to the development of New Zealand’s cultural identity and international profile; supporting access and participation by New Zealanders in the arts; encouraging and recognising innovation and excellence through the support of new work and presentation of New Zealand arts and film to New Zealanders.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",9056,9056,"Protection of Taonga Tūturu","Protection of Taonga Tūturu","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",494,2019,"Actuals","A","This appropriation is limited to provision of services by authorised museums under the Protected Objects Act 1975 and conservation of newly found taonga tuturu.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",162,162,"Museum Services","Museum Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",34594,2019,"Actuals","A","Collection development, collection management, public programmes and exhibitions, and repatriation of koiwi tangata.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5842,5842,"Management of Historic Places","Management of Historic Places","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",14364,2019,"Actuals","A","Identification, registration, site recording and associated promotion of the conservation, protection and care of historic places, and purchasing of management services for properties, including maintenance work and provision of access for the public.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8558,8558,"Performing Arts Services","Performing Arts Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",28561,2020,"Actuals","A","Providing opportunities for New Zealand audiences to experience high-quality live symphonic music, ballet and kapa haka performances; supporting the growth of the contemporary music industry; and encouraging participation in and appreciation of these art forms in New Zealand.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8559,8559,"Promotion and Support of the Arts and Film","Promotion and Support of the Arts and Film","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",24790,2020,"Actuals","A","Contributing to the development of New Zealand’s cultural identity and international profile; supporting access and participation by New Zealanders in the arts; encouraging and recognising innovation and excellence through the support of new work and presentation of New Zealand arts and film to New Zealanders.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",9056,9056,"Protection of Taonga Tūturu","Protection of Taonga Tūturu","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",569,2020,"Actuals","A","This appropriation is limited to provision of services by authorised museums under the Protected Objects Act 1975 and conservation of newly found taonga tuturu.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",162,162,"Museum Services","Museum Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",48744,2020,"Actuals","A","Collection development, collection management, public programmes and exhibitions, and repatriation of koiwi tangata.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5842,5842,"Management of Historic Places","Management of Historic Places","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",18246,2020,"Actuals","A","Identification, registration, site recording and associated promotion of the conservation, protection and care of historic places, and purchasing of management services for properties, including maintenance work and provision of access for the public.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8558,8558,"Performing Arts Services","Performing Arts Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",32305,2021,"Actuals","A","Providing opportunities for New Zealand audiences to experience high-quality live symphonic music, ballet and kapa haka performances; supporting the growth of the contemporary music industry; and encouraging participation in and appreciation of these art forms in New Zealand.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8559,8559,"Promotion and Support of the Arts and Film","Promotion and Support of the Arts and Film","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",52151,2021,"Actuals","A","Contributing to the development of New Zealand’s cultural identity and international profile; supporting access and participation by New Zealanders in the arts; encouraging and recognising innovation and excellence through the support of new work and presentation of New Zealand arts and film to New Zealanders.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",9056,9056,"Protection of Taonga Tūturu","Protection of Taonga Tūturu","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",790,2021,"Actuals","A","This appropriation is limited to provision of services by authorised museums under the Protected Objects Act 1975 and conservation of newly found taonga tuturu.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",162,162,"Museum Services","Museum Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",69027,2021,"Actuals","A","Collection development, collection management, public programmes and exhibitions, and repatriation of koiwi tangata.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5842,5842,"Management of Historic Places","Management of Historic Places","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",20896,2021,"Actuals","A","Identification, registration, site recording and associated promotion of the conservation, protection and care of historic places, and purchasing of management services for properties, including maintenance work and provision of access for the public.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8558,8558,"Performing Arts Services","Performing Arts Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",32942,2022,"Actuals","A","Providing opportunities for New Zealand audiences to experience high-quality live symphonic music, ballet and kapa haka performances; supporting the growth of the contemporary music industry; and encouraging participation in and appreciation of these art forms in New Zealand.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8559,8559,"Promotion and Support of the Arts and Film","Promotion and Support of the Arts and Film","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",28804,2022,"Actuals","A","Contributing to the development of New Zealand’s cultural identity and international profile; supporting access and participation by New Zealanders in the arts; encouraging and recognising innovation and excellence through the support of new work and presentation of New Zealand arts and film to New Zealanders.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",9056,9056,"Protection of Taonga Tūturu","Protection of Taonga Tūturu","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",678,2022,"Actuals","A","This appropriation is limited to provision of services by authorised museums under the Protected Objects Act 1975 and conservation of newly found taonga tuturu.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",162,162,"Museum Services","Museum Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",56169,2022,"Actuals","A","Collection development, collection management, public programmes and exhibitions, and repatriation of koiwi tangata.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5842,5842,"Management of Historic Places","Management of Historic Places","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",18464,2022,"Actuals","A","Identification, registration, site recording and associated promotion of the conservation, protection and care of historic places, and purchasing of management services for properties, including maintenance work and provision of access for the public.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8558,8558,"Performing Arts Services","Performing Arts Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",33074,2023,"Estimated Actual","A","Providing opportunities for New Zealand audiences to experience high-quality live symphonic music, ballet and kapa haka performances; supporting the growth of the contemporary music industry; and encouraging participation in and appreciation of these art forms in New Zealand.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8559,8559,"Promotion and Support of the Arts and Film","Promotion and Support of the Arts and Film","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",40734,2023,"Estimated Actual","A","Contributing to the development of New Zealand’s cultural identity and international profile; supporting access and participation by New Zealanders in the arts; encouraging and recognising innovation and excellence through the support of new work and presentation of New Zealand arts and film to New Zealanders.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",9056,9056,"Protection of Taonga Tūturu","Protection of Taonga Tūturu","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",872,2023,"Estimated Actual","A","This appropriation is limited to provision of services by authorised museums under the Protected Objects Act 1975 and conservation of newly found taonga tuturu.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",162,162,"Museum Services","Museum Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",64017,2023,"Estimated Actual","A","Collection development, collection management, public programmes and exhibitions, and repatriation of koiwi tangata.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5842,5842,"Management of Historic Places","Management of Historic Places","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",20464,2023,"Estimated Actual","A","Identification, registration, site recording and associated promotion of the conservation, protection and care of historic places, and purchasing of management services for properties, including maintenance work and provision of access for the public.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",13663,13663,"Public Media Services","Public Media Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",5000,2023,"Estimated Actual","A","This appropriation is limited to content and programming for New Zealand audiences; the funding for New Zealand content and programming, support the broader media sector; music, archiving, digital media platforms, broadcasting, and transmission coverage; maintenance of codes and determination of complaints on broadcasting standards; and funding a Pacific media network and international radio and television services to the Pacific.",8,"Minister for Broadcasting and Media"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",162,162,"Museum Services","Museum Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",56645,2024,"Main Estimates","A","Collection development, collection management, public programmes and exhibitions, and repatriation of koiwi tangata.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5842,5842,"Management of Historic Places","Management of Historic Places","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",18677,2024,"Main Estimates","A","Identification, registration, site recording and associated promotion of the conservation, protection and care of historic places, and purchasing of management services for properties, including maintenance work and provision of access for the public.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",13663,13663,"Public Media Services","Public Media Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",184450,2024,"Main Estimates","A","This appropriation is limited to content and programming for New Zealand audiences; the funding for New Zealand content and programming, support the broader media sector; music, archiving, digital media platforms, broadcasting, and transmission coverage; maintenance of codes and determination of complaints on broadcasting standards; and funding a Pacific media network and international radio and television services to the Pacific.",8,"Minister for Broadcasting and Media"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8558,8558,"Performing Arts Services","Performing Arts Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",47465,2024,"Main Estimates","A","Providing opportunities for New Zealand audiences to experience high-quality live symphonic music, ballet and kapa haka performances; supporting the growth of the contemporary music industry; and encouraging participation in and appreciation of these art forms in New Zealand.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8559,8559,"Promotion and Support of the Arts and Film","Promotion and Support of the Arts and Film","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",22090,2024,"Main Estimates","A","Contributing to the development of New Zealand’s cultural identity and international profile; supporting access and participation by New Zealanders in the arts; encouraging and recognising innovation and excellence through the support of new work and presentation of New Zealand arts and film to New Zealanders.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",9056,9056,"Protection of Taonga Tūturu","Protection of Taonga Tūturu","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",650,2024,"Main Estimates","A","This appropriation is limited to provision of services by authorised museums under the Protected Objects Act 1975 and conservation of newly found taonga tuturu.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5843,5843,"Public Broadcasting Services","Public Broadcasting Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",149275,2019,"Actuals","A","This appropriation is limited to providing funding for New Zealand television and radio programmes, music, archiving, broadcasting and transmission coverage; maintenance of codes and determination of complaints on broadcasting standards; and funding a national Pacific radio network and international radio and television services to the Pacific.",8,"Minister for Broadcasting and Media"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5843,5843,"Public Broadcasting Services","Public Broadcasting Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",149775,2020,"Actuals","A","This appropriation is limited to providing funding for New Zealand television and radio programmes, music, archiving, broadcasting and transmission coverage; maintenance of codes and determination of complaints on broadcasting standards; and funding a national Pacific radio network and international radio and television services to the Pacific.",8,"Minister for Broadcasting and Media"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5843,5843,"Public Broadcasting Services","Public Broadcasting Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",177593,2021,"Actuals","A","This appropriation is limited to providing funding for New Zealand television and radio programmes, music, archiving, broadcasting and transmission coverage; maintenance of codes and determination of complaints on broadcasting standards; and funding a national Pacific radio network and international radio and television services to the Pacific.",8,"Minister for Broadcasting and Media"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5843,5843,"Public Broadcasting Services","Public Broadcasting Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",179173,2022,"Actuals","A","This appropriation is limited to providing funding for New Zealand television and radio programmes, music, archiving, broadcasting and transmission coverage; maintenance of codes and determination of complaints on broadcasting standards; and funding a national Pacific radio network and international radio and television services to the Pacific.",8,"Minister for Broadcasting and Media"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5843,5843,"Public Broadcasting Services","Public Broadcasting Services","Single","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",177624,2023,"Estimated Actual","A","This appropriation is limited to providing funding for New Zealand television and radio programmes, music, archiving, broadcasting and transmission coverage; maintenance of codes and determination of complaints on broadcasting standards; and funding a national Pacific radio network and international radio and television services to the Pacific.",8,"Minister for Broadcasting and Media"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12491,12491,"Waitangi National Trust","Waitangi National Trust","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",1000,2019,"Actuals","A","This appropriation is limited to a Crown contribution to support the functions of the Waitangi National Trust.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",7619,7619,"Treaty of Waitangi Commemorations","Treaty of Waitangi Commemorations","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",279,2019,"Actuals","A","This appropriation is limited to providing grants towards Treaty of Waitangi commemorations held at Waitangi and within communities elsewhere in New Zealand.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",6136,6136,"Development and Maintenance of War Graves, Historic Graves and Monuments","Development and Maintenance of War Graves, Historic Graves and Monuments","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",1405,2019,"Actuals","A","This appropriation is limited to development and maintenance of war graves, historic graves and monuments in New Zealand and overseas.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",6137,6137,"Commonwealth War Graves","Commonwealth War Graves","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",2745,2019,"Actuals","A","This appropriation is limited to contributing to the Commonwealth War Graves Commission New Zealand's agreed contribution to the costs of its work in caring for the graves of the war dead.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",6136,6136,"Development and Maintenance of War Graves, Historic Graves and Monuments","Development and Maintenance of War Graves, Historic Graves and Monuments","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",7662,2020,"Actuals","A","This appropriation is limited to development and maintenance of war graves, historic graves and monuments in New Zealand and overseas.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",6137,6137,"Commonwealth War Graves","Commonwealth War Graves","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",2825,2020,"Actuals","A","This appropriation is limited to contributing to the Commonwealth War Graves Commission New Zealand's agreed contribution to the costs of its work in caring for the graves of the war dead.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",7619,7619,"Treaty of Waitangi Commemorations","Treaty of Waitangi Commemorations","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",382,2020,"Actuals","A","This appropriation is limited to providing grants towards Treaty of Waitangi commemorations held at Waitangi and within communities elsewhere in New Zealand.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12856,12856,"COVID 19: Transmission and Other Fees on Behalf of Media Organisations","COVID 19: Transmission and Other Fees on Behalf of Media Organisations","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",6147,2020,"Actuals","A","This appropriation is limited to paying transmission and other fees that are normally paid by media organisations.",8,"Minister for Broadcasting and Media"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12883,12883,"COVID-19: Cultural Sector Response and Recovery","COVID-19: Cultural Sector Response and Recovery","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",121,2020,"Actuals","A","This appropriation is limited to grants and subsidies to national, regional and community arts, cultural, and heritage organisations to mitigate the impact of the COVID-19 pandemic on New Zealand's cultural sector.",4,"Minister for Arts, Culture and Heritage"
